gml_file,num_nodes,num_edges,num_bad,num_good,full,expand_indices,force_unsat,seed,experiment_returncode,experiment_time_s,nksynth_returncode,verdict,timed_out,wall_time_s,user_time_s,sys_time_s,cpu_percent,max_rss_kb,max_rss_mb,timestamp
gml/Gridnet.gml,9,20,1,3,False,True,False,3,0,0.399,0,SAT,False,0.017,0.01,0.0,100,35832,34.99,2026-07-05T18:04:10
gml/Grnet.gml,37,47,1,3,False,True,False,3,0,0.392,0,SAT,False,0.375,0.35,0.02,100,93164,90.98,2026-07-05T18:04:11
gml/GtsCe.gml,149,193,1,3,False,True,False,3,0,0.717,-9,TIMEOUT,True,30.079,,,,,,2026-07-05T18:04:11
gml/GtsCzechRepublic.gml,32,33,1,3,False,True,False,3,0,0.405,0,SAT,False,0.595,0.55,0.04,100,81692,79.78,2026-07-05T18:04:42
gml/GtsHungary.gml,30,31,1,3,False,True,False,3,0,0.378,0,SAT,False,0.131,0.11,0.01,99,69100,67.48,2026-07-05T18:04:43
gml/GtsPoland.gml,33,37,1,3,False,True,False,3,0,0.42,0,SAT,False,0.308,0.29,0.01,99,89004,86.92,2026-07-05T18:04:44
gml/GtsRomania.gml,21,24,1,3,False,True,False,3,0,0.393,0,SAT,False,0.075,0.06,0.0,100,45716,44.64,2026-07-05T18:04:44
gml/GtsSlovakia.gml,35,37,1,3,False,True,False,3,0,0.387,-9,TIMEOUT,True,30.038,,,,,,2026-07-05T18:04:45
gml/Harnet.gml,21,25,1,3,False,True,False,3,0,0.374,0,SAT,False,0.08,0.06,0.01,98,48132,47.0,2026-07-05T18:05:15
gml/Heanet.gml,7,13,1,3,False,True,False,3,0,0.389,0,SAT,False,0.019,0.01,0.0,100,35268,34.44,2026-07-05T18:05:16
gml/Hibernia.gml,18,22,1,3,False,True,False,3,0,0.369,0,SAT,False,1.215,1.21,0.0,99,52092,50.87,2026-07-05T18:05:16
gml/HiberniaCanada.gml,13,14,1,3,False,True,False,3,0,0.384,0,SAT,False,0.036,0.02,0.0,97,38172,37.28,2026-07-05T18:05:18
gml/HiberniaGlobal.gml,55,81,1,3,False,True,False,3,0,0.413,-9,TIMEOUT,True,30.041,,,,,,2026-07-05T18:05:18
gml/HiberniaIreland.gml,8,8,1,3,False,True,False,3,0,0.37,0,SAT,False,0.016,0.01,0.0,100,35020,34.2,2026-07-05T18:05:49
gml/HiberniaNireland.gml,18,22,1,3,False,True,False,3,0,0.377,0,SAT,False,0.042,0.03,0.0,97,42280,41.29,2026-07-05T18:05:49
gml/HiberniaUk.gml,15,15,1,3,False,True,False,3,0,0.374,0,SAT,False,0.041,0.02,0.01,97,39948,39.01,2026-07-05T18:05:49
gml/HiberniaUs.gml,22,29,1,3,False,True,False,3,0,0.387,0,SAT,False,0.11,0.09,0.01,100,52716,51.48,2026-07-05T18:05:50
gml/Highwinds.gml,18,53,1,3,False,True,False,3,0,0.385,0,SAT,False,0.066,0.06,0.0,100,49576,48.41,2026-07-05T18:05:50
gml/HostwayInternational.gml,16,21,1,3,False,True,False,3,0,0.377,0,SAT,False,0.051,0.04,0.0,97,41136,40.17,2026-07-05T18:05:51
gml/HurricaneElectric.gml,24,37,1,3,False,True,False,3,0,0.381,0,SAT,False,0.103,0.09,0.0,98,55048,53.76,2026-07-05T18:05:51
gml/Ibm.gml,18,24,1,3,False,True,False,3,0,0.382,0,SAT,False,0.058,0.04,0.01,100,43844,42.82,2026-07-05T18:05:52
gml/Iij.gml,37,66,1,3,False,True,False,3,0,0.407,0,SAT,False,0.351,0.32,0.02,100,80312,78.43,2026-07-05T18:05:52
gml/Iinet.gml,31,35,1,3,False,True,False,3,0,0.386,0,SAT,False,7.48,7.44,0.03,99,120708,117.88,2026-07-05T18:05:53
gml/Ilan.gml,14,15,1,3,False,True,False,3,0,0.373,0,SAT,False,0.181,0.16,0.01,98,50884,49.69,2026-07-05T18:06:01
gml/IntNetworkmap.gml,89,92,1,3,False,True,False,3,0,0.498,0,SAT,False,20.626,20.31,0.31,99,1157188,1130.07,2026-07-05T18:06:01
gml/Integra.gml,27,36,1,3,False,True,False,3,0,0.428,0,SAT,False,1.407,1.37,0.02,99,75168,73.41,2026-07-05T18:06:22
gml/Intellifiber.gml,73,97,1,3,False,True,False,3,0,0.436,-9,TIMEOUT,True,30.048,,,,,,2026-07-05T18:06:24
gml/Internet2.gml,20,26,1,3,False,True,False,3,0,0.383,0,SAT,False,5.203,5.17,0.02,99,77432,75.62,2026-07-05T18:06:55
gml/Internetmci.gml,19,45,1,3,False,True,False,3,0,0.394,0,SAT,False,0.058,0.04,0.01,100,45312,44.25,2026-07-05T18:07:00
gml/Internode.gml,66,78,1,3,False,True,False,3,0,0.457,0,SAT,False,2.377,2.29,0.07,99,231628,226.2,2026-07-05T18:07:01
gml/Interoute.gml,110,158,1,3,False,True,False,3,0,0.542,0,SAT,False,16.169,15.93,0.22,99,791468,772.92,2026-07-05T18:07:04
gml/Intranetwork.gml,39,53,1,3,False,True,False,3,0,0.415,0,SAT,False,0.825,0.79,0.03,99,92144,89.98,2026-07-05T18:07:20
gml/Ion.gml,125,150,1,3,False,True,False,3,0,0.613,-9,TIMEOUT,True,30.076,,,,,,2026-07-05T18:07:22
gml/IowaStatewideFiberMap.gml,33,41,1,3,False,True,False,3,0,0.396,0,SAT,False,0.334,0.3,0.02,99,82236,80.31,2026-07-05T18:07:52
gml/Iris.gml,51,64,1,3,False,True,False,3,0,0.431,0,SAT,False,4.496,4.44,0.04,99,130552,127.49,2026-07-05T18:07:53
gml/Istar.gml,23,23,1,3,False,True,False,3,0,0.376,0,SAT,False,0.109,0.09,0.0,100,48828,47.68,2026-07-05T18:07:58
gml/Itnet.gml,11,10,1,3,False,True,False,3,0,0.386,0,SAT,False,0.022,0.02,0.0,100,36252,35.4,2026-07-05T18:07:58
gml/JanetExternal.gml,12,10,1,3,False,True,False,3,0,0.397,0,SAT,False,2.244,2.23,0.01,100,63556,62.07,2026-07-05T18:07:59
gml/Janetbackbone.gml,29,45,1,3,False,True,False,3,0,0.394,0,SAT,False,0.167,0.14,0.02,100,66756,65.19,2026-07-05T18:08:01
gml/Janetlense.gml,20,40,1,3,False,True,False,3,0,0.382,0,SAT,False,0.066,0.05,0.0,100,46976,45.88,2026-07-05T18:08:02
