gml_file,num_nodes,num_edges,num_bad,num_good,full,expand_indices,force_unsat,seed,experiment_returncode,experiment_time_s,nksynth_returncode,verdict,timed_out,wall_time_s,user_time_s,sys_time_s,cpu_percent,max_rss_kb,max_rss_mb,timestamp,num_repeats
gml/HostwayInternational.gml,16,21,1,1,False,False,True,3,0,0.367,-9,TIMEOUT,True,2.005,,,,,,2026-07-10T00:39:46,1
gml/HurricaneElectric.gml,24,37,1,1,False,False,True,3,0,0.373,0,UNSAT,False,0.155,0.14,0.01,99,46900,45.8,2026-07-10T00:39:48,1
gml/Ibm.gml,18,24,1,1,False,False,True,3,0,0.366,-9,TIMEOUT,True,2.005,,,,,,2026-07-10T00:39:49,1
gml/Iij.gml,37,66,1,1,False,False,True,3,0,0.374,-9,TIMEOUT,True,2.007,,,,,,2026-07-10T00:39:51,1
gml/Iinet.gml,31,35,1,1,False,False,True,3,0,0.371,-9,TIMEOUT,True,2.006,,,,,,2026-07-10T00:39:53,1
gml/Ilan.gml,14,15,1,1,False,False,True,3,0,0.38,-9,TIMEOUT,True,2.006,,,,,,2026-07-10T00:39:56,1
gml/IntNetworkmap.gml,89,92,1,1,False,False,True,3,0,0.419,-9,TIMEOUT,True,2.039,,,,,,2026-07-10T00:39:58,1
gml/Integra.gml,27,36,1,1,False,False,True,3,0,0.363,-9,TIMEOUT,True,2.006,,,,,,2026-07-10T00:40:00,1
gml/Intellifiber.gml,73,97,1,1,False,False,True,3,0,0.388,0,UNSAT,False,0.82,0.79,0.02,100,138668,135.42,2026-07-10T00:40:03,1
gml/Internet2.gml,20,26,1,1,False,False,True,3,0,0.37,-9,TIMEOUT,True,2.004,,,,,,2026-07-10T00:40:04,1
gml/Internetmci.gml,19,45,1,1,False,False,True,3,0,0.364,0,UNSAT,False,0.154,0.14,0.01,100,44860,43.81,2026-07-10T00:40:06,1
gml/Internode.gml,66,78,1,1,False,False,True,3,0,0.39,-9,TIMEOUT,True,2.01,,,,,,2026-07-10T00:40:07,1
gml/Interoute.gml,110,158,1,1,False,False,True,3,0,0.428,-9,TIMEOUT,True,2.031,,,,,,2026-07-10T00:40:09,1
gml/Intranetwork.gml,39,53,1,1,False,False,True,3,0,0.373,-9,TIMEOUT,True,2.007,,,,,,2026-07-10T00:40:12,1
gml/Ion.gml,125,150,1,1,False,False,True,3,0,0.465,-9,TIMEOUT,True,2.028,,,,,,2026-07-10T00:40:14,1
gml/IowaStatewideFiberMap.gml,33,41,1,1,False,False,True,3,0,0.376,-9,TIMEOUT,True,2.006,,,,,,2026-07-10T00:40:17,1
gml/Iris.gml,51,64,1,1,False,False,True,3,0,0.38,-9,TIMEOUT,True,2.008,,,,,,2026-07-10T00:40:19,1
gml/Istar.gml,23,23,1,1,False,False,True,3,0,0.37,0,UNSAT,False,0.232,0.21,0.01,99,49896,48.73,2026-07-10T00:40:21,1
gml/Itnet.gml,11,10,1,1,False,False,True,3,0,0.371,0,UNSAT,False,0.09,0.08,0.0,97,37796,36.91,2026-07-10T00:40:22,1
gml/JanetExternal.gml,12,10,1,1,False,False,True,3,0,0.365,-9,TIMEOUT,True,2.006,,,,,,2026-07-10T00:40:23,1
gml/Janetbackbone.gml,29,45,1,1,False,False,True,3,0,0.368,-9,TIMEOUT,True,2.006,,,,,,2026-07-10T00:40:25,1
gml/Janetlense.gml,20,40,1,1,False,False,True,3,0,0.368,0,UNSAT,False,0.544,0.53,0.01,100,53464,52.21,2026-07-10T00:40:27,1
gml/Jgn2Plus.gml,18,17,1,1,False,False,True,3,0,0.374,0,UNSAT,False,0.224,0.2,0.01,100,45272,44.21,2026-07-10T00:40:28,1
gml/Karen.gml,25,30,1,1,False,False,True,3,0,0.376,-9,TIMEOUT,True,2.004,,,,,,2026-07-10T00:40:29,1
gml/Kdl.gml,754,899,1,1,False,False,True,3,0,9.155,-9,TIMEOUT,True,2.036,,,,,,2026-07-10T00:40:31,1
